Match_ID	Sex	anat	func	DTI	Scan_Time	Session
25840	female	1	1	1	'08-Sep-2013'	2
25841	male	1	1	1	'07-Sep-2013'	2
25842	female	1	1	1	'11-Jun-2013'	2
25843	female	1	1	1	'11-Jun-2013'	2
25844	female	1	1	1	'11-Jun-2013'	2
25845	female	1	1	1	'17-Jun-2013'	2
25846	female	1	1	1	'17-Jun-2013'	2
25847	female	1	1	1	'11-Jun-2013'	2
25848	male	1	1	1	'18-Jun-2013'	2
25849	female	1	1	1	'06-May-2013'	2
25850	female	1	1	1	'07-May-2013'	2
25851	female	1	1	1	'05-May-2013'	2
25852	male	1	1	1	'05-May-2013'	2
25853	female	1	1	1	'18-Jun-2013'	2
25854	female	1	1	1	'24-Jun-2013'	2
25855	male¡¡	1	1	1	'04-May-2013'	2
25856	male	1	1	1	'07-May-2013'	2
25857	female	1	1	1	'18-Jun-2013'	2
25858	male	1	1	1	'06-May-2013'	2
25859	male	1	1	1	'05-May-2013'	2
25860	female	1	1	1	'18-Jun-2013'	2
25861	female	1	1	1	'04-May-2013'	2
25862	female	1	1	1	'18-Jun-2013'	2
25863	female	1	1	1	'07-May-2013'	2
30745	female	1	1	1	'06-Sep-2013'	2
30746	female	1	1	1	'06-Sep-2013'	2
30752	female	1	1	1	'06-Sep-2013'	2
30937	female	1	1	1	'06-Sep-2013'	2
30939	male	1	1	1	'08-Jul-2013'	2
30986	female	1	1	1	'08-Sep-2013'	2
